Lyrics,Regueton
"Yo nunca quiero sentir esto otra vez Siempre son No sé Nada es perfecto Me tomo tiempo Ahora lo entiendo Nadie se debe de sentir como yo Aquí esto murió Ahora me di cuenta Está en mi cabeza No es competencia  Hay veces que no estoy bien Pero sé que va a estar bien Y tú lo sientes también Pues lo que digo es  Cuando no encuentro el valor Y lo que siento es dolor Si me siento fea, yo gano la pelea Sé que soy bella como soy Cuando ellos me tratan de apagar Me hace más fuerte al final Si me siento fea, yo gano la pelea Sé que soy bella como soy  Ya no me pregunto qué piensan de mí No importa, soy feliz Recuerda que puedes romper paredes, ser lo que quieres  Hay veces que no estoy bien Pero sé que va a estar bien Y tú lo sientes también Pues lo que digo es  Cuando no encuentro el valor Y lo que siento es dolor Si me siento fea, yo gano la pelea Sé que soy bella como soy Cuando ellos me tratan de apagar Me hace más fuerte al final Si me siento fea, yo gano la pelea Sé que soy bella como soy  Fea, fea Si me siento fea, fea Yo gano la pelea, -ea Sé que soy bella como soy  Cuando no encuentro el valor Y lo que siento es dolor Si me siento fea, yo gano la pelea Sé que soy bella como soy  Cuando ellos me tratan de apagar Me hace más fuerte al final Si me siento fea, yo gano la pelea Sé que soy bella como soy  Fea, fea Si me siento fea, fea Yo gano la pelea, -ea Sé que soy bella como soy ",False
"Tu me haces sentir tan bien Con solo una mirada y yo me siento zen Mi corazón acelerado a más de cien Te juro que no quiero a nadie más, me haces sentir bién Tu me haces sentir tan bien Con solo una mirada y yo me siento zen Mi corazón acelerado a más de cien Te juro que no quiero a nadie más, me haces sentir bién  Oye, anitta, tu nombre es un pecado Y se tu me dejas yo quiero estar a tu lado Tu y yo mirando a la refleja Mientras tu manita se hacen hueco entre mis manos  Oye, tómate mi amor en serio Sabes que lo nuestro ya no es un misterio Y que todo lo que necesito amor eres tu  Dime me que te vas a comportar Si me besas ya no vuelvo atrás Como nube que flota en el mar Es así que te voy a levar, porque  Tu me haces sentir tan bien Con solo una mirada y yo me siento zen Mi corazón acelerado a más de cien Te juro que no quiero a nadie más, me haces sentir bién  No me diga eso que me pongo tierno Yo se que soy un loco, y yo te quiero no te miento Mira, ven te conmigo y contemplemos el universo Y bajo la estrellas, robarte un beso  Oye, tómate mi amor en serio Sabes que lo nuestro ya no es un misterio Y que todo lo que necesito amor eres tu  Dime me que te vas comportar Si me besas ya no vulelvo atrás Como nube que flota en el mar Es así que te voy a levar, porque  Y este es nuestro momento Somos hijos del viento Que recorre tu rostro y se perde por tu cuerpo Cuando una llama enciende, que importa el universo Se todo lo que importa son nuestros sentimentos  Tu me haces sentir tan bien Con solo una mirada y yo me siento zen Mi corazón acelerado a más de cien Te juro que no quiero a nadie más, me haces sentir bién ",False
"Come on over in my direction So thankful for that it's such a blessin', yeah Turn every situation into Heaven, yeah  Oh, you are... My sunrise on the darkest day Got me feelin' some kind of way Make me wanna savor every moment slowly, slowly  You fit me, tailor-made love, how you put it on Got the only key, know how to turn it on The way you nibble on my ear the only words I wanna hear Baby take it slow so we can last long  Tú, tú eres el imán y yo soy el metal Me voy acercando y voy armando el plan Solo con pensarlo se acelera el pulso  Ya, ya me está gustando más de lo normal Todos mis sentidos van pidiendo más Esto hay que tomarlo sin ningún apuro  Despacito Quiero respirar tu cuello despacito Deja que te diga cosas al oido Para que te acuerdes si no estás conmigo  Despacito Quiero desnudarte a besos despacito Firmo en las paredes de tu laberinto Y hacer de tu cuerpo todo un manuscrito  Sube sube Sube, sube, sube  Quiero ver bailar tu pelo Quiero ser tu ritmo Que le enseñes a mi boca Tus lugares favoritos (favorito, favorito baby)  Déjame sobrepasar tus zonas de peligro Hasta provocar tus gritos Y que olvides tu apellido  Si te pido un beso ven dámelo Yo sé que estás pensandolo Llevo tiempo intentandolo Mami esto es dando y dandolo  Sabes que tu corazón conmigo te hace bom bom Sabes que esa beba está buscando de mi bom bom  Ven prueba de mi boca para ver como te sabe Quiero quiero ver cuanto amor a ti te cabe Yo no tengo prisa yo me quiero dar el viaje Empecemos lento, después salvaje  Pasito a pasito, suave suavecito Nos vamos pegando, poquito a poquito Cuando tú me besas con esa destreza Veo que eres malicia con delicadeza  Pasito a pasito, suave suavecito Nos vamos pegando, poquito a poquito Y es que esa belleza es un rompecabezas Pero pa montarlo aquí tengo la pieza  Despacito Quiero respirar tu cuello despacito Deja que te diga cosas al oido Para que te acuerdes si no estás conmigo  Despacito Quiero desnudarte a besos despacito Firmo en las paredes de tu laberinto Y hacer de tu cuerpo todo un manuscrito  Sube, sube, sube Sube, sube  Quiero ver bailar tu pelo Quiero ser tu ritmo Que le enseñes a mi boca Tus lugares favoritos (favorito, favorito baby)  Déjame sobrepasar tus zonas de peligro Hasta provocar tus gritos Y que olvides tu apellido  Despacito This is how we do it down in Puerto Rico I just wanna hear you screaming,  ¡Ay, Bendito!  I can move forever cuando esté contigo ¡Bailalo!  Pasito a pasito, suave suavecito Nos vamos pegando, poquito a poquito Que le enseñes a mi boca Tus lugares favoritos (favorito, favorito baby)  Pasito a pasito, suave suavecito Nos vamos pegando, poquito a poquito Hasta provocar tus gritos Y que olvides tu apellido  Despacito ",False
"You gotta go and get angry At all of my honesty You know I try But I don't do too well with apologies I hope I don't run out of time Could someone call a referee? Cause I just need one more shot at forgiveness I know you know that I made those mistakes Maybe once or twice By once or twice I mean maybe a couple a hundred times So let me, oh let me redeem, oh redeem, oh myself tonight Cause I just need one more shot At second chances  Yeah, is it too late now to say sorry? Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now?  I'm sorry, yeah Sorry, yeah Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? (Jb and Jb Latino Remix Leggo)  [J Balvin] Quisiera regresar el tiempo y cambiar errores Se que todo fue mi culpa y te causé dolores Espero que de volver tu tengas intenciones Por que hoy estoy aquí extrañándote Okay, tu por mi morias ma No solo física, había química Yo te llamaba y no querias contestar Se que fui tonto y no te supe valorar Entiende mi estilo de vida Por favor comprende que esto no pasó de repente Si esta mi mano no lo te dejó a la suerte  Solo espero que me perdones Nena, tengo tantas ganas de amarte Solo quiero que me perdones Asi tu y yo podemos estar Olvida todo no voy a fallar  I'm not just trying to get you back on me Cause I'm missing more than just your body Is it too late now to say sorry? Yeah I know that I let you down Is it too late to say I'm sorry now?  I'm sorry, yeah Sorry, oh Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? I'm sorry, yeah Sorry, oh Sorry Yeah I know that I let you down Is it too late to say I'm sorry now? ",False
"[Sin palabras] Yo no puedo creer que usted me dijo A lo largo de la noche cuando estaba solo Se jugó como Manos Arriba El bebé, usted renuncia, cierre  No puedo creer cómo se mire, me Sus brillantes ojos con James Dean En su jeans apretado con su pelo largo ¿Y cómo el cigarrillo manchado de mentiras  ¿Se puede arreglar que se fractura? E Y Su coqueteo y como una broma?  No volveré más a hablar Oh nene me dejó sin palabras Usted me dejó sin habla, tanto  Nunca voy a amar de nuevo Oh nene me dejó sin palabras Usted me dejó sin habla, tanto  ¡No puedo creer ¿Cómo me difamó Con una fractura de mandíbula SU Centrocampista Las costuras como usted me rompió el corazón Los sueños en mi burbuja, burbuja de los sueños  No puedo creer cómo se mire, me Con sus ojos Johnnie Walker Él una vez terminado No se dejará de cultivar el amor Algunos párrafo  Y sé que es complicado Pero yo no soy un fracaso amor Así que un brindis al parche bebé cuchillo Broken Hearts de todos los OS Todo el hierro Mis amigos  No volveré más a hablar Oh nene me dejó sin palabras Usted me dejó sin habla, tanto  Nunca voy a amar de nuevo Oh amigo Me dejaste sin palabras Usted me dejó sin habla, tanto  Coooomo? coooo Cooooo-mo? Coooomo? Wow  coooo Cooooo-mo? Coooomo? Wow  Y después de todas las bebidas y nosotros, que descubre una Todo lo que renunciar? ¿Qué podría estar renunciando a todo para usted?  Y después de todo ¿Por qué los niños y niñas NOSOTROS pasamos Todo lo que renunciar? ¿Podría renunciar a todo?  Si te prometo, niño Nunca voy a hablar de nuevo Y nunca voy a amar de nuevo Nunca más voy a escribir una canción Ni siquiera yo no canto lo largo de  Nunca voy a amar de nuevo Así que sin palabras Usted me dejó sin habla, tanto ¿Por qué estás tan sin habla, Tao?  ¿Alguna vez hablar de nuevo? Oh, muchacho, PORQUE ERES Tao sin palabras? Me dejaste sin palabras  algunos hombres pueden seguirme Pero usted eligió una muerte y una empresa ¿Por qué usted Tao sin palabras? Oh oh oh ",False
Ya sé que no vendrás Todo lo que fue El tiempo lo dejó atrás  Sé que no regresarás Lo que nos pasó No repetirá jamás Mil años no me alcanzarán Para borrarte y olvidar  Y ahora estoy aquí Queriendo convertir Los campos en ciudad Mezclando el cielo con el mar  Sé que te dejé escapar Sé que te perdí Nada podrá ser igual  Mil años pueden alcanzar Para que puedas perdonar  Estoy aquí queriéndote Ahogándome Entre fotos y cuadernos Entre cosas y recuerdos Que no puedo comprender  Estoy enloqueciéndome Cambiándome un pie por la cara mía Esta noche por el día Que nada le puedo yo hacer  Las cartas que escribí Nunca las envié No querrás saber de mí  No puedo entender Lo tonta que fui Es cuestión de tiempo y fe  Mil años con otros mil más Son suficientes para amar  Estoy aquí queriéndote Ahogándome Entre fotos y cuadernos Entre cosas y recuerdos Que no puedo comprender  Estoy enloqueciéndome Cambiándome un pie por la cara mía Esta noche por el día ayer  Si aún piensas algo en mi Sabes que sigo esperándote  Estoy aquí queriéndote Ahogándome Entre fotos y cuadernos Entre cosas y recuerdos Que no puedo comprender  Que estoy enloqueciéndome Cambiándome un pie por la cara mía esta noche por el día ayer  Estoy aquí queriéndote Ahogándome Entre fotos y cuadernos Entre cosas y recuerdos  Que estoy enloqueciéndome Cambiándome un pie por la cara mía Esta noche por el día ayer ,False
"Cuando estás bien te alejas de mí Te sientes sola y siempre estoy ahí Es una guerra de toma y dame Pues dame de eso que tiene' ahí  Oye baby, no sea' mala No me deje' con las ganas Se escucha en la calle Que ya no me quieres Ven y dímelo en la cara... !  Pregúntale a quien tú quieras Vida, te juro que eso no es así Yo nunca tuve una mala intención Yo nunca quise burlarme de ti Conmigo ves, nunca se sabe Un día digo que no, y otro que sí  Yo soy masoquista Con mi cuerpo un egoísta Tú eres puro, puro chantaje Puro, puro chantaje Siempre es a tu manera Yo te quiero aunque no quiera Tú eres puro, puro chantaje Puro, puro chantaje Vas libre como el aire No soy de ti ni de nadie  Como tú me tientas, cuando tú te mueves Esos movimientos sexys, siempre me entretienen Sabe' manipularme bien con tus caderas No sé porque me tienes en lista de espera  Te dicen por ahí que voy haciendo y deshaciendo Que salgo cada noche, que te tengo ahí sufriendo Que en esta relación, soy yo la que manda No pares bola' a toda esa mala propaganda  Pa, pa' que te digo na', te comen el oído No vaya' a enderezar lo que nació torcido  Y como un loco sigo tras de ti Muriendo por ti Dime que hay pa' mi bebe  Qué!  Pregúntale a quien tú quieras Vida, te juro que eso no es así Yo nunca tuve una mala intención Y nunca quise burlarme de ti Conmigo ves, nunca se sabe Un día digo que no, y otro que sí  Yo soy masoquista Con mi cuerpo un egoísta Tú eres puro, puro chantaje Puro, puro chantaje Siempre es a tu manera Yo te quiero aunque no quiera Tú eres puro, puro chantaje Puro, puro chantaje Vas libre cómo el aire No soy de ti ni de nadie, eh-eh-eh Nadie eh-eh-eh, nadie eh-eh-eh, nadie  Con mi cuerpo un egoísta  Tú eres puro, puro chantaje Puro, puro chantaje Siempre es a tu manera Yo te quiero aunque no quieras Tú eres puro, puro chantaje Puro, puro chantaje Vas libre cómo el aire No soy de ti ni de nadie (eh-eh-eh) Nadie eh-eh-eh, nadie eh-eh-eh, nadie eh-eh-eh  Alright alright baby Shakira, Maluma  Pretty boy!  You're my baby lover Colombia, You feel me?  Pretty boy ",False
"La vida me empezó a cambiar La noche que te conocí Tenía poco que perder Y la cosa siguió así  Yo con mis sostén a rayas Y mi pelo a medio hacer Pensé: Este todavía es un niño Pero, ¿qué le voy a hacer?  Es lo que andaba buscando El doctor recomendando Creí que estaba soñando, oh oh, oh oh ¿De qué me andaba quejando? No sé qué estaba pensando Hoy pal cielo voy pateando, oh oh, oh oh  Me enamoré, me ena-na-namoré Lo vi solito y me lancé Me ena-na-namoré Me ena-na-namo  Mira que cosa bonita Que boca más redondita Me gusta esa barbita  Y bailé hasta que me cansé Hasta que me cansé, bailé Y me ena-na-namoré Nos enamoramos  Un mojito, dos mojitos Mira que ojitos bonitos Me quedo otro ratito  Contigo yo tendría diez hijos Empecemos por un par Solamente te lo digo Por si quieres practicar  Lo único que estoy diciendo Vayámonos conociendo Es lo que está proponiendo, oh oh, oh oh Nos vamos entusiasmando Todo nos va resultando Qué bien lo estamos pasando, oh oh, oh oh  Me enamoré, me ena-na-namoré Lo vi solito y me lancé Me ena-na-namoré Me ena-na-namo  Mira que cosa bonita Que boca más redondita Me gusta esa barbita  Y bailé hasta que me cansé Hasta que me cansé, bailé Me ena-na-namoré Nos enamoramos  Un mojito, dos mojitos Mira que ojitos bonitos Me quedo otro ratito  Nunca creí que fuera así ¿Cómo te fijarías en mí? Toda una noche lo pensé Este es pa' mí, es pa' más nadie Es-es pa' mí, es pa' más nadie Es-es pa' mí, es pa' más nadie Es-es-es pa' mí, es pa' más nadie  Me enamoré, me ena-na-namoré Lo vi solito y me lancé Me ena-na-namoré Me ena-na-namo  Mira que cosa bonita Que boca más redondita Me gusta esa barbita  Y bailé hasta que me cansé Hasta que me cansé, bailé Me ena-na-namoré Nos enamoramos  Un mojito, dos mojitos Mira que ojitos bonitos Me quedo otro ratito  Nunca creí que fuera así ¿Cómo te fijarías en mí? Toda una noche lo pensé Este es pa' mí, es pa' más nadie Es-es pa' mí, es pa' más nadie Es-es pa' mí, es pa' más nadie Es-es-es pa' mí, es pa' más nadie ",False
"Llegó el momento, caen las murallas Va a comenzar la unica justa de las batallas No duele el golpe, no existe el miedo Quitate el polvo, ponte de pie y vuelves al ruedo  Y la pasión, se siente Espera en ti tu gente  Ahora vamos por todo Y te acompaña la suerte Tsamina mina zangalewa Porqué esto es África  Tsamina mina eh, eh Waka Waka eh, eh Tsamina mina zangalewa Porqué esto es África  Oye a tu dios y no estarás solo Llegaste aquí para brillar y lo tienes todo La hora se acerca, es el momento Vas a ganar cada batalla, ya lo presiento  Hay que empezar de cero Para tocar el cielo  Ahora vamos por todo Y todos vamos por ellos Tsamina mina zangalewa Porqué esto es África  Tsamina mina eh, eh Waka waka eh, eh Tsamina mina zangalewa Anawa aa  Tsamina mina eh, eh Waka waka eh, eh Tsamina mina zangalewa Porqué esto es África  Porqué esto es África Porqué esto es África ",False
"Loca (Loca) No te pongas bruto Loca.  Que te la bebe' Dance or Die (Loca)  El está por mi Y por ti borró Y eso que tú tienes to' Y yo ni un Kikí.  El está por mi Y por ti borró (borró) Y eso que tú tienes to' Y yo ni un Kikí.  Ella se hace la bruta pa' cotizarse Conmigo en frente ella se hace la gata en celo contigo Te cotorrea el oído pa' tenerte en alta Ella muere por ti, tú por mi es que matas.  Sigo tranquila como una paloma de e'quina Mientras ella se pasa en su Bm al lado mío Yo de aquí no me voy, se que está por mí Y ninguna va poder quitármelo de un tirón  Yo soy loca con mi tigre Loca, Loca, Loca  Soy loca con mi tigre Loca, Loca, Loca  Soy loca con mi tigre (Loca, Loca, Loca)  Soy Loca con mi tigre (Loca, Loca, Loca)  El está por mí Y por ti borró (borró) Y eso que tú tienes to' Y yo ni un Kikí  El está por mí Y por ti borró (borró) Y eso que tú tienes to' Y yo ni un Kikí  Mientras ella te complace con todos tus caprichos Yo te llevo al malecón por un caminito Me dicen que tu novia anda con un rifle Porque me vio bailando mambo pa' ti ¿Qué no lo permite?  Yo no tengo la culpa de que tú te enamore' Mientras él te compra flores yo compro condo' (whooo)  Yo soy loca con mi tigre Cuando más rayas mejor y mira eso es lo que dicen  Yo soy loca con mi tigre Loca, Loca, Loca  Soy loca con mi tigre Loca, Loca, Loca  Soy loca con mi tigre (Loca, Loca, Loca)  Soy Loca con mi tigre (Loca, Loca, Loca)  Dios mio! (ah)  Se cola, lo ra-ta-ta No te ponga bruto Que te la bebe  Loca (Loca) Loca  El está por mi Y por ti borró (borró) Y eso que tu tienes to' Y yo ni un Kikí  Yo soy loca con mi tigre Loca, Loca, Loca  Soy loca con mi tigre Loca, Loca, Loca  Soy loca con mi tigre (Loca, Loca, Loca)  Soy Loca con mi tigre (Loca, Loca, Loca) ",False
Para amarte Necesito una razón Y es difícil creer Que no exista una más Que este amor  Sobra tanto Dentro de este corazón Y apesar de que dicen Que los años son sabios Todavía se siente el dolor  Porque todo el tiempo Que pasé junto a ti Dejó tejido Su hilo dentro de mí  Y aprendí a quitarle Al tiempo los segundos Tú me hiciste ver el cielo aún más profundo Junto a ti Creo que aumenté más de tres kilos Con tus tantos dulces besos repartidos Desarrollaste mi sentido del olfato Y fue por ti que aprendí a querer los gatos Despegaste del cemento mis zapatos Para escapar los dos volando un rato  Pero olvidaste una final instrucción Porque no sé como vivir sin tu amor  Y descubrí lo que significa una rosa Y me enseñaste a decir mentiras piadosas Para poder verte a horas no adecuadas Y a reemplazar palabras por miradas  Y fue por ti que escribí más de cien canciones Y hasta perdoné tus equivocaciones Y conocí más de mil formas de besar Y fue por ti que descubrí lo que es amar  Lo que es amar ... Lo que es amar ... Lo que es amar ... Lo que es amar ... Lo que es amar ... Lo que es amar ... ,False
"Ay payita mía Guárdate la poesía Guárdate la alegría pa'ti  No pido que todos los días sean de sol No pido que todos los viernes sean de fiesta Tampoco te pido que vuelvas rogando perdón Si lloras con dos ojos secos Y hablando de ella Ay, amor, me duele tanto  Me duele tanto  Que te fueras sin decir a donde Ay amor, fue una tortura perderte  Yo se que no he sido un santo Pero lo puedo arreglar amor  No solo de pan vive el hombre Y no de excusas vivo yo.  Solo de errores se aprende Y hoy se que es tuyo mi corazón  Mejor te guardas todo eso A otro perro con ese hueso Y nos decimos adiós  No puedo pedir que el invierno perdone a un rosal No puedo pedir a los olmos que entreguen peras No puedo pedirle lo eterno a un simple mortal Y andar arrojando a los cerdos miles de perlas  Ay amor me duele tanto Me duele tanto Que no creas más en mis promesas  Ay amor, es una tortura perderte  Yo se que no he sido un santo Pero lo puedo arreglar amor  No solo de pan vive el hombre Y no de excusas vivo yo.  Solo de errores se aprende Y hoy se que es tuyo mi corazón  Mejor te guardas todo eso A otro perro con ese hueso Y nos decimos adiós  No te bajes, no te bajes Oye, negrita, mira, no te rajes De lunes a viernes tienes mi amor Déjame el sábado a mi que es mejor Oye, mi negra, no me castigues más Porque allá afuera sin ti no tengo paz Yo solo soy un hombre arrepentido Soy como el ave que vuelve a su nido  Yo se que no he sido un santo Y es que no estoy hecho de cartón  No solo de pan vive el hombre Y no de excusas vivo yo.  Solo de errores se aprende Y hoy se que es tuyo mi corazón  Ay, ay, ay, ay ay... Ay, todo lo que he hecho por ti Fue una tortura perderte Me duele tanto que sea asi Sigue llorando perdón Yo... yo no voy A llorar hoy por ti ",False
"Ayer yo conocí un cielo sin sol y un hombre sin suelo Un santo en prisión y una canción triste sin dueño Y conocí tus ojos negros Y ahora si que no Puedo vivir sin ellos yo  Le pido al cielo solo un deseo Que en tus ojos yo pueda vivir He recorrido ya el mundo entero Y una cosa te vengo a decir Viajé de Bahrein hasta Beirut Fui desde el norte hasta el polo sur Y no encontré ojos así Como los que tienes tú  Rabb alssama'i, fik alrja'i Fi eayniha 'araa hayati ati 'iilayk min hadha alkawni 'arjuka, rabbi, labbi nidayy Viajé de Bahrein hasta Beirut Fui desde el norte hasta el polo sur Y no encontré ojos así como los que tienes tu  Ayer yo vi pasar una mujer debajo de su camello Un río de sal y un barco abandonado en el desierto Y vi pasar tus ojos negros Y ahora si que no Puedo vivir sin ellos yo  Le pido al cielo solo un deseo Que en tus ojos yo pueda vivir He recorrido ya el mundo entero Y una cosa te vengo a decir Viajé de Bahrein hasta Beirut Fui desde el norte hasta el polo sur Y no encontré ojos así Como los que tienes tú  Rabb alssama'i, fik alrja'i Fi eayniha 'araa hayati ati 'iilayk min hadha alkawni 'arjuka, rabbi, labbi nidayy Viajé de Bahrein hasta Beirut Fui desde el norte hasta el polo sur Y no encontré ojos así Como los que tienes tú  Rabb alssama'i, fik alrja'i Fi eayniha 'araa hayati ati 'iilayk min hadha alkawni 'arjuka, rabbi, labbi nidayy Min albahrayn 'iilaa bayrut Fui desde el norte hasta el polo sur Y no encontré ojos así Como los que tienes tú  Le pido al cielo solo un deseo Que en tus ojos yo pueda vivir He recorrido ya el mundo entero Y una cosa te vengo a decir Fue de bahrein hasta beirut Fui desde el norte hasta el polo sur Y no encontré ojos así como los que tienes tú ",False
En la suite Dieciseis Lo que empieza no termina Del mini bar al eden En muy mala compania Era ese sabor en tu piel A azufre revuelto con miel  Asi que me llene de coraje y me fui a caminar por el lado salvaje Pense no me mires asi Ya se lo que quieres de mi Que no hay que ser vidente aquí Para un mal como tu no hay cuerpo que aguante  Lo hecho está hecho Yo volvi a tropezar con la misma piedra que hubo siempre Se siente tan bien todo lo que hace mal Y contigo nunca es suficiente  ¿Como fue? ¿Qué paso? Esa noche (pudo ser) Impaciente (pudo ser)  Fueron a llamar de la recepción porque se quejaban de la diecisiete No puede ser nada normal Acabar eligiendo tan mal En materia de hombres soy toda una experta siempre en repetir mis errores  No hay ceguera peor Que no querer mirar Cuando te guardabas el anillo dentro del bolsillo y dejarlo pasar  Lo hecho está hecho Yo volvi a tropezar con la misma piedra que hubo siempre Se siente tan bien todo lo que hace mal Y contigo nunca es suficiente  Nunca me senti tan fuera de lugar Nunca tanto se escapo de mi control Pero todo en este mundo es temporal Tu eres tu y yo soy yo  Nunca me senti tan fuera de lugar Nunca tanto se escapo de mi control Pero todo en este mundo es temporal En eso no decido yo  Lo hecho está hecho Yo volvi a tropezar con la misma piedra que hubo siempre Se siente tan bien todo lo que hace mal Y contigo nunca es suficiente Se siente tan bien todo lo que hace mal ,False
"Se me acaba el argumento Y la metodología Cada vez que se aparece frente A mí tu anatomía  Por que este amor ya no entiende De consejos, ni razones Se alimenta de pretextos Y le faltan pantalones Este amor no me permite Estar en pie Por que ya hasta me ha quebrado Los talones Aunque me levante volveré a caer Si te acercas nada es útil Para esta inútil  Bruta, ciega, sordomuda, Torpe, traste y testaruda, Es todo lo que he sido Por ti me he convertido En una cosa que no hace Otra cosa mas que amarte Pienso en ti día y noche Y no se como olvidarte Cuántas veces he intentado Enterrarte en mi memoria Y aunque diga ya no más Es otra vez la misma historia Por que este amor siempre sabe Hacerme respirar profundo Ya me trae por la izquierda Y de pelea con el mundo  Si pudiera exorcizarme de tu voz Si pudiera escaparme de tu nombre Si pudiera arrancarme el corazón Y esconderme para no sentirme Nuevamente  Bruta, ciega, sordomuda, Torpe, traste y testaruda, Es todo lo que he sido Por ti me he convertido En una cosa que no hace Otra cosa mas que amarte Pienso en ti día y noche Y no se como olvidarte  Ojerosa, flaca, fea desgreñada, Torpe, tonta, lenta, nécia, desquiciada, Completamente descontrolada Tu te das cuenta y no me dices nada Se me ha vuelto la cabeza un nido Donde solamente tu tienes asilo Y no me escuchas lo que te digo Mira bien lo que vas a hacer conmigo  Bruta, ciega, sordomuda, Torpe, traste y testaruda, Es todo lo que he sido Por ti me he convertido En una cosa que no hace Otra cosa mas que amarte Pienso en ti día y noche Y no se como olvidarte  Bruta, ciega, sordomuda, Torpe, traste y testaruda, Es todo lo que he sido Por ti me he convertido En una cosa que no hace Otra cosa mas que amarte Pienso en ti día y noche Y no se como olvidarte  Bruta, ciega, sordomuda, Torpe, traste y testaruda, Es todo lo que he sido Por ti me he convertido En una cosa que no hace Otra cosa mas que amarte Pienso en ti día y noche Y no se como olvidarte... ",False
"Nunca usé un antifaz Voy de paso Por este mundo fugaz  No pretendo parar ¿Dime quién camina Cuando se puede volar?  Mi destino es andar Mis recuerdos Son una estela en el mar  Lo que tengo, lo doy Digo lo que pienso Tómame como soy  Y va liviano Mi corazón gitano Que solo entiende de latir A contramano No intentes amarrarme Ni dominarme Yo soy quien elige Como equivocarme  Aprovechame que si llegué ayer Me puedo ir mañana Que soy gitana Que soy gitana  Sigo siendo aprendiz En cada beso Y con cada cicatriz  Algo pude entender De tanto que tropiezo Ya sé como caer  Y va liviano Mi corazón gitano Que sólo entiende de latir A contramano No intentes amarrarme Ni dominarme Yo soy quien elige Como equivocarme  Aprovéchame Que si llegué ayer Me puedo ir mañana Que soy gitana  Vamos y vemos.. Que la vida es un goce Es normal que le temas A lo que no conoces  Tómame y vamos Que la vida es un goce Es normal que le temas A lo que no conoces Quiero verte volar Quiero verte volar  Y va liviano Mi corazón gitano Que solo entiende de latir A contramano No intentes amarrarme Ni dominarme Yo soy quien elige Como equivocarme  Aprovéchame Que si llegué ayer Me puedo ir mañana Que soy gitana ",False
"Donde estas corazon?- Ayer te busque, entre el suelo y el cielo, mi cielo y no te encontre y puedo pensar que huyes de mi porque mi silencio una corazonada me dice que si  Donde estas corazon?- Ven regresa por mi que la vida se me vuelve un ocho si no estas aqui, y quiero pensar- que no tardaras, porque en el planeta no existe mas nadie a quien pueda yo amar  Donde estas corazon?- Ayer te busque Donde estas corazon?- Y no te encontre  Donde estas corazon? Saliste de aqui, Buscando quien sabe que cosas tan lejos de mi Y puedo pensar Y vuelvo a pensar Que no tardaras Porque en el planeta No existe a mas nadie A quien pueda yo amar  Donde estas corazon?- ayer te busque Donde estas corazon?- Y no te encontre  Te busque en el armario, en el abecedario, debajo de el carro, en el negro, en el blanco, en los libros de historia en las revistas y en la radio.  Te busque por las calle En donde tu madre En cuadros de Botero en mi monedero en dos mil religiones te busque hasta en mis canciones oh uh oh no, no, no ",False
"Perteneciste a una raza antigua De pies descalzos y de sueños blancos Fuiste polvo, polvo eres, piensa Que el hierro siempre al calor es blando  Tú mordiste la manzana Y renunciaste al paraíso Y condenaste a una serpiente Siendo tú el que así lo quiso  Por milenios y milenios Permaneciste desnudo Y te enfrentaste a dinosaurios Bajo un techo y sin escudo  Y ahora estás aquí Queriendo ser feliz Cuando no te importó un pepino Tu destino  Perteneciste a una raza antigua De pies descalzos y de sueños blancos Fuiste polvo, polvo eres, piensa Que el hierro siempre al calor es blando  Construiste un mundo exacto De acabados tan perfectos Cada cosa calculada En su espacio y a su tiempo  Yo que soy un caos completo Las entradas, las salidas Los nombres y las medidas No me caben en los sesos  Y ahora estás aquí Queriendo ser feliz Cuando no te importó un pepino Tu destino  Perteneciste a una raza antigua De pies descalzos y de sueños blancos Fuiste polvo, polvo eres, piensa Que el hierro siempre al calor es Perteneciste a una raza antigua De pies descalzos y de sueños blancos Fuiste polvo, polvo eres, piensa Que el hierro siempre al calor es blando  Saludar al vecino Acostarse a una hora Trabajar cada día Para vivir en la vida Contestar sólo aquello Y sentir sólo esto Y que Dios nos ampare De malos pensamientos Cumplir con las tareas Asistir al colegio Que diría la familia Si eres un fracasado? Ponte siempre zapatos No hagas ruido en la mesa Usa medias veladas Y corbata en las fiestas Las mujeres se casan Siempre antes de treinta Si no vestirán santos Y aunque así no lo quieran Y en la fiesta de quince Es mejor no olvidar Una fina champaña Y bailar bien el vals Y bailar bien el vals ",False
